Order_ID,Order_Date,Product_Category,Vendor,Carrier,Price,Return_Flag
443,2024-03-18,Home,Vendor B,Carrier Y,4740,Yes
444,2024-03-19,Home,Vendor B,Carrier Y,552,No
445,2024-03-20,Sports,Vendor B,Carrier X,1102,No
446,2024-03-21,Beauty,Vendor D,Carrier X,4088,No
447,2024-03-22,Home,Vendor C,Carrier X,358,No
448,2024-03-23,Electronics,Vendor B,Carrier Y,2177,Yes
449,2024-03-24,Electronics,Vendor D,Carrier Y,1156,No
450,2024-03-25,Clothing,Vendor B,Carrier Z,2271,Yes
451,2024-03-26,Home,Vendor A,Carrier X,603,No
452,2024-03-27,Beauty,Vendor B,Carrier Y,4811,No
453,2024-03-28,Sports,Vendor B,Carrier Y,2979,No
454,2024-03-29,Sports,Vendor C,Carrier X,1587,No
455,2024-03-30,Beauty,Vendor D,Carrier Z,3653,Yes
456,2024-03-31,Clothing,Vendor C,Carrier X,1155,Yes
457,2024-04-01,Sports,Vendor C,Carrier Z,1912,Yes
458,2024-04-02,Home,Vendor C,Carrier Y,4903,No
459,2024-04-03,Clothing,Vendor C,Carrier Z,1473,Yes
460,2024-04-04,Home,Vendor C,Carrier Y,4011,No
461,2024-04-05,Electronics,Vendor B,Carrier X,2825,No
462,2024-04-06,Clothing,Vendor C,Carrier X,2582,No
463,2024-04-07,Sports,Vendor C,Carrier X,1641,Yes
464,2024-04-08,Clothing,Vendor D,Carrier Z,3179,No
465,2024-04-09,Clothing,Vendor A,Carrier Y,1997,No
466,2024-04-10,Clothing,Vendor B,Carrier X,4590,No
467,2024-04-11,Clothing,Vendor B,Carrier X,4209,No
468,2024-04-12,Home,Vendor B,Carrier Y,1594,Yes
469,2024-04-13,Electronics,Vendor C,Carrier X,4481,No
470,2024-04-14,Beauty,Vendor C,Carrier Y,1469,No
471,2024-04-15,Clothing,Vendor C,Carrier Y,4932,No
472,2024-04-16,Sports,Vendor D,Carrier Y,3914,No
473,2024-04-17,Clothing,Vendor A,Carrier Y,729,No
474,2024-04-18,Sports,Vendor C,Carrier Y,3823,No
475,2024-04-19,Home,Vendor A,Carrier Z,3158,No
476,2024-04-20,Sports,Vendor D,Carrier X,3114,Yes
477,2024-04-21,Beauty,Vendor B,Carrier Z,3791,No
478,2024-04-22,Electronics,Vendor C,Carrier X,2347,No
479,2024-04-23,Sports,Vendor A,Carrier Z,4773,No
480,2024-04-24,Sports,Vendor A,Carrier Y,3569,Yes
481,2024-04-25,Electronics,Vendor C,Carrier X,1139,Yes
482,2024-04-26,Beauty,Vendor B,Carrier X,725,No
483,2024-04-27,Clothing,Vendor B,Carrier Z,201,No
484,2024-04-28,Sports,Vendor B,Carrier Z,574,No
485,2024-04-29,Electronics,Vendor D,Carrier X,2540,No
486,2024-04-30,Home,Vendor A,Carrier Z,4205,No
487,2024-05-01,Electronics,Vendor A,Carrier Z,3252,Yes
488,2024-05-02,Home,Vendor A,Carrier Z,4848,No
489,2024-05-03,Beauty,Vendor D,Carrier Y,2565,Yes
490,2024-05-04,Clothing,Vendor A,Carrier Y,1725,No
491,2024-05-05,Electronics,Vendor D,Carrier Z,4676,No
492,2024-05-06,Sports,Vendor B,Carrier Z,1846,Yes
493,2024-05-07,Beauty,Vendor C,Carrier Y,213,No
494,2024-05-08,Electronics,Vendor A,Carrier Y,4799,No
495,2024-05-09,Sports,Vendor A,Carrier X,2478,No
496,2024-05-10,Electronics,Vendor B,Carrier X,3355,No
497,2024-05-11,Home,Vendor C,Carrier Y,329,No
498,2024-05-12,Electronics,Vendor D,Carrier Z,4014,Yes
499,2024-05-13,Electronics,Vendor C,Carrier Z,3416,Yes
500,2024-05-14,Electronics,Vendor B,Carrier Z,3138,Yes
